idx,name,n,capacity,bks_cost,bks_routes,ref_ok
4117,XML100_2153_14,100,725.0,13929.0,11,1
4118,XML100_2153_15,100,706.0,13519.0,11,1
4119,XML100_2153_16,100,748.0,13072.0,11,1
4120,XML100_2153_17,100,645.0,13929.0,12,1
4121,XML100_2153_18,100,830.0,12528.0,10,1
4122,XML100_2153_19,100,642.0,14143.0,13,1
4123,XML100_2153_20,100,849.0,12223.0,10,1
4124,XML100_2153_21,100,874.0,12114.0,9,1
4125,XML100_2153_22,100,730.0,13422.0,11,1
4126,XML100_2153_23,100,738.0,13432.0,11,1
4127,XML100_2153_24,100,766.0,12488.0,10,1
4128,XML100_2153_25,100,691.0,13113.0,11,1
4129,XML100_2153_26,100,665.0,13835.0,12,1
4130,XML100_2153_27,100,643.0,15008.0,13,1
4131,XML100_2154_01,100,985.0,11216.0,8,1
4132,XML100_2154_02,100,1037.0,11001.0,8,1
4133,XML100_2154_03,100,1023.0,10919.0,8,1
4134,XML100_2154_04,100,1096.0,10942.0,7,1
4135,XML100_2154_05,100,1161.0,10758.0,7,1
4136,XML100_2154_06,100,990.0,11067.0,8,1
4137,XML100_2154_07,100,957.0,11259.0,9,1
4138,XML100_2154_08,100,1006.0,11306.0,8,1
4139,XML100_2154_09,100,1011.0,11193.0,8,1
4140,XML100_2154_10,100,1171.0,10710.0,7,1
4141,XML100_2154_11,100,1147.0,10536.0,7,1
4142,XML100_2154_12,100,1180.0,10668.0,7,1
4143,XML100_2154_13,100,1053.0,11269.0,8,1
4144,XML100_2154_14,100,921.0,11509.0,9,1
4145,XML100_2154_15,100,995.0,10892.0,8,1
4146,XML100_2154_16,100,899.0,11965.0,9,1
4147,XML100_2154_17,100,971.0,11583.0,9,1
4148,XML100_2154_18,100,1082.0,10512.0,8,1
4149,XML100_2154_19,100,1169.0,10184.0,7,1
4150,XML100_2154_20,100,992.0,11009.0,8,1
4151,XML100_2154_21,100,1076.0,11004.0,8,1
4152,XML100_2154_22,100,1008.0,11249.0,8,1
4153,XML100_2154_23,100,1021.0,11484.0,8,1
4154,XML100_2154_24,100,1142.0,10374.0,7,1
4155,XML100_2154_25,100,1191.0,10762.0,7,1
4156,XML100_2154_26,100,892.0,12087.0,9,1
4157,XML100_2154_27,100,1050.0,10258.0,7,1
4158,XML100_2155_01,100,1428.0,10140.0,6,1
4159,XML100_2155_02,100,1521.0,9602.0,5,1
4160,XML100_2155_03,100,1843.0,8994.0,5,1
4161,XML100_2155_04,100,1835.0,9409.0,5,1
4162,XML100_2155_05,100,1273.0,9517.0,6,1
4163,XML100_2155_06,100,1446.0,9916.0,6,1
4164,XML100_2155_07,100,1730.0,9090.0,5,1
4165,XML100_2155_08,100,1740.0,9230.0,5,1
4166,XML100_2155_09,100,1605.0,9353.0,5,1
4167,XML100_2155_10,100,1802.0,9220.0,5,1
4168,XML100_2155_11,100,1355.0,9596.0,6,1
4169,XML100_2155_12,100,1785.0,8988.0,5,1
4170,XML100_2155_13,100,1640.0,8923.0,5,1
4171,XML100_2155_14,100,1516.0,9898.0,6,1
4172,XML100_2155_15,100,1293.0,9828.0,7,1
4173,XML100_2155_16,100,1605.0,9388.0,5,1
4174,XML100_2155_17,100,1539.0,9406.0,5,1
4175,XML100_2155_18,100,1828.0,9429.0,5,1
4176,XML100_2155_19,100,1302.0,9975.0,7,1
4177,XML100_2155_20,100,1440.0,9666.0,6,1
4178,XML100_2155_21,100,1814.0,9353.0,5,1
4179,XML100_2155_22,100,1795.0,9291.0,5,1
4180,XML100_2155_23,100,1764.0,9542.0,5,1
4181,XML100_2155_24,100,1528.0,9390.0,5,1
4182,XML100_2155_25,100,1385.0,9481.0,6,1
4183,XML100_2155_26,100,1279.0,9766.0,7,1
4184,XML100_2155_27,100,1750.0,9315.0,5,1
4185,XML100_2156_01,100,2674.0,8448.0,3,1
4186,XML100_2156_02,100,3450.0,8336.0,3,1
4187,XML100_2156_03,100,3312.0,8346.0,3,1
4188,XML100_2156_04,100,2947.0,8314.0,3,1
4189,XML100_2156_05,100,2645.0,8127.0,3,1
4190,XML100_2156_06,100,1925.0,8664.0,4,1
4191,XML100_2156_07,100,3378.0,8120.0,3,1
4192,XML100_2156_08,100,3372.0,8308.0,3,1
4193,XML100_2156_09,100,3574.0,8365.0,3,1
4194,XML100_2156_10,100,3832.0,8220.0,3,1
4195,XML100_2156_11,100,2018.0,9110.0,4,1
4196,XML100_2156_12,100,3166.0,8196.0,3,1
4197,XML100_2156_13,100,3642.0,8591.0,3,1
4198,XML100_2156_14,100,2171.0,8680.0,4,1
4199,XML100_2156_15,100,2305.0,9028.0,4,1
4200,XML100_2156_16,100,3193.0,8352.0,3,1
4201,XML100_2156_17,100,2146.0,8633.0,4,1
4202,XML100_2156_18,100,3279.0,7978.0,3,1
4203,XML100_2156_19,100,2698.0,8245.0,3,1
4204,XML100_2156_20,100,2247.0,8801.0,4,1
4205,XML100_2156_21,100,3817.0,8077.0,3,1
4206,XML100_2156_22,100,2200.0,8761.0,4,1
4207,XML100_2156_23,100,2737.0,8091.0,3,1
4208,XML100_2156_24,100,1894.0,8742.0,4,1
4209,XML100_2156_25,100,2481.0,8782.0,4,1
4210,XML100_2156_26,100,2828.0,7879.0,3,1
4211,XML100_2156_27,100,2924.0,8197.0,3,1
4212,XML100_2161_01,100,254.0,21680.0,22,1
4213,XML100_2161_02,100,239.0,21160.0,21,1
4214,XML100_2161_03,100,162.0,27980.0,31,1
4215,XML100_2161_04,100,253.0,21444.0,22,1
4216,XML100_2161_05,100,250.0,22552.0,22,1
4217,XML100_2161_06,100,212.0,23559.0,24,1
4218,XML100_2161_07,100,163.0,32062.0,33,1
4219,XML100_2161_08,100,166.0,31457.0,31,1
4220,XML100_2161_09,100,174.0,31326.0,33,1
4221,XML100_2161_10,100,241.0,20875.0,21,1
4222,XML100_2161_11,100,221.0,25023.0,26,1
4223,XML100_2161_12,100,254.0,20857.0,22,1
4224,XML100_2161_13,100,200.0,24642.0,26,1
4225,XML100_2161_14,100,245.0,20925.0,21,1
4226,XML100_2161_15,100,189.0,27490.0,29,1
4227,XML100_2161_16,100,215.0,24116.0,23,1
4228,XML100_2161_17,100,262.0,20006.0,21,1
4229,XML100_2161_18,100,190.0,23666.0,25,1
4230,XML100_2161_19,100,199.0,23347.0,25,1
4231,XML100_2161_20,100,243.0,20940.0,23,1
4232,XML100_2161_21,100,249.0,21042.0,21,1
4233,XML100_2161_22,100,217.0,24917.0,25,1
4234,XML100_2161_23,100,220.0,22646.0,22,1
4235,XML100_2161_24,100,197.0,26877.0,27,1
4236,XML100_2161_25,100,200.0,26189.0,26,1
4237,XML100_2161_26,100,206.0,21626.0,23,1
4238,XML100_2161_27,100,179.0,28021.0,30,1
4239,XML100_2162_01,100,340.0,15878.0,15,1
4240,XML100_2162_02,100,370.0,15889.0,15,1
4241,XML100_2162_03,100,347.0,17823.0,17,1
4242,XML100_2162_04,100,378.0,15235.0,14,1
4243,XML100_2162_05,100,405.0,15607.0,14,1
4244,XML100_2162_06,100,420.0,14939.0,13,1
4245,XML100_2162_07,100,299.0,18312.0,19,1
4246,XML100_2162_08,100,331.0,17678.0,17,1
4247,XML100_2162_09,100,312.0,18125.0,17,1
4248,XML100_2162_10,100,309.0,18167.0,18,1
4249,XML100_2162_11,100,362.0,17883.0,16,1
4250,XML100_2162_12,100,337.0,17503.0,16,1
4251,XML100_2162_13,100,382.0,16827.0,14,1
4252,XML100_2162_14,100,365.0,16237.0,15,1
4253,XML100_2162_15,100,382.0,16873.0,15,1
4254,XML100_2162_16,100,267.0,20682.0,21,1
4255,XML100_2162_17,100,345.0,16214.0,16,1
4256,XML100_2162_18,100,343.0,15337.0,14,1
4257,XML100_2162_19,100,322.0,18589.0,17,1
4258,XML100_2162_20,100,273.0,17945.0,18,1
4259,XML100_2162_21,100,274.0,19800.0,19,1
4260,XML100_2162_22,100,262.0,19011.0,18,1
4261,XML100_2162_23,100,270.0,19467.0,20,1
4262,XML100_2162_24,100,283.0,20450.0,20,1
4263,XML100_2162_25,100,377.0,16337.0,15,1
4264,XML100_2162_26,100,412.0,14770.0,13,1
4265,XML100_2162_27,100,357.0,17942.0,16,1
4266,XML100_2163_01,100,498.0,13668.0,11,1
4267,XML100_2163_02,100,395.0,14185.0,13,1
4268,XML100_2163_03,100,524.0,12725.0,10,1
4269,XML100_2163_04,100,546.0,12285.0,10,1
4270,XML100_2163_05,100,417.0,15389.0,13,1
4271,XML100_2163_06,100,418.0,14078.0,12,1
4272,XML100_2163_07,100,416.0,14559.0,12,1
4273,XML100_2163_08,100,501.0,13775.0,11,1
4274,XML100_2163_09,100,583.0,12158.0,9,1
4275,XML100_2163_10,100,477.0,13538.0,11,1
4276,XML100_2163_11,100,468.0,13360.0,11,1
4277,XML100_2163_12,100,413.0,15673.0,13,1
4278,XML100_2163_13,100,541.0,11918.0,9,1
4279,XML100_2163_14,100,460.0,12993.0,11,1
4280,XML100_2163_15,100,445.0,15373.0,13,1
4281,XML100_2163_16,100,400.0,14595.0,13,1
4282,XML100_2163_17,100,543.0,12869.0,10,1
4283,XML100_2163_18,100,437.0,13505.0,12,1
4284,XML100_2163_19,100,422.0,14178.0,12,1
4285,XML100_2163_20,100,533.0,13115.0,10,1
4286,XML100_2163_21,100,567.0,13152.0,10,1
4287,XML100_2163_22,100,570.0,12711.0,10,1
4288,XML100_2163_23,100,585.0,11975.0,10,1
4289,XML100_2163_24,100,537.0,12810.0,9,1
4290,XML100_2163_25,100,415.0,14484.0,13,1
4291,XML100_2163_26,100,527.0,12137.0,9,1
4292,XML100_2163_27,100,517.0,13234.0,11,1
4293,XML100_2164_01,100,819.0,11031.0,7,1
4294,XML100_2164_02,100,760.0,10324.0,7,1
4295,XML100_2164_03,100,746.0,10951.0,7,1
4296,XML100_2164_04,100,802.0,10310.0,7,1
4297,XML100_2164_05,100,737.0,10815.0,7,1
4298,XML100_2164_06,100,715.0,10656.0,7,1
4299,XML100_2164_07,100,616.0,11137.0,9,1
4300,XML100_2164_08,100,597.0,12087.0,9,1
4301,XML100_2164_09,100,659.0,12356.0,9,1
4302,XML100_2164_10,100,702.0,11677.0,8,1
4303,XML100_2164_11,100,858.0,10657.0,7,1
4304,XML100_2164_12,100,574.0,11148.0,9,1
4305,XML100_2164_13,100,820.0,10755.0,7,1
4306,XML100_2164_14,100,644.0,10571.0,8,1
4307,XML100_2164_15,100,831.0,10970.0,7,1
4308,XML100_2164_16,100,854.0,10579.0,7,1
4309,XML100_2164_17,100,689.0,11989.0,8,1
4310,XML100_2164_18,100,736.0,10956.0,8,1
4311,XML100_2164_19,100,780.0,10705.0,7,1
4312,XML100_2164_20,100,705.0,11102.0,7,1
4313,XML100_2164_21,100,806.0,10493.0,7,1
4314,XML100_2164_22,100,592.0,11654.0,9,1
4315,XML100_2164_23,100,609.0,11207.0,9,1
4316,XML100_2164_24,100,760.0,10489.0,7,1
4317,XML100_2164_25,100,836.0,10462.0,7,1
4318,XML100_2164_26,100,729.0,10777.0,8,1
4319,XML100_2164_27,100,698.0,11386.0,8,1
4320,XML100_2165_01,100,1009.0,10115.0,6,1
4321,XML100_2165_02,100,780.0,9887.0,6,1
4322,XML100_2165_03,100,1214.0,9053.0,5,1
4323,XML100_2165_04,100,875.0,10308.0,6,1
4324,XML100_2165_05,100,774.0,10783.0,7,1
4325,XML100_2165_06,100,920.0,9371.0,5,1
4326,XML100_2165_07,100,1091.0,9886.0,5,1
4327,XML100_2165_08,100,803.0,10431.0,7,1
4328,XML100_2165_09,100,1450.0,9352.0,5,1
4329,XML100_2165_10,100,1023.0,9796.0,5,1
4330,XML100_2165_11,100,1322.0,8912.0,5,1
4331,XML100_2165_12,100,953.0,9924.0,6,1
4332,XML100_2165_13,100,797.0,9730.0,6,1
4333,XML100_2165_14,100,965.0,9869.0,5,1
4334,XML100_2165_15,100,1188.0,9377.0,5,1
4335,XML100_2165_16,100,914.0,9927.0,6,1
4336,XML100_2165_17,100,1055.0,9757.0,5,1
4337,XML100_2165_18,100,755.0,9822.0,6,1
4338,XML100_2165_19,100,905.0,9626.0,6,1
4339,XML100_2165_20,100,968.0,9238.0,5,1
4340,XML100_2165_21,100,1269.0,9192.0,5,1
4341,XML100_2165_22,100,1014.0,9349.0,5,1
4342,XML100_2165_23,100,1139.0,9528.0,5,1
4343,XML100_2165_24,100,1097.0,9837.0,6,1
4344,XML100_2165_25,100,858.0,10742.0,7,1
4345,XML100_2165_26,100,790.0,10520.0,7,1
4346,XML100_2165_27,100,1065.0,9193.0,5,1
4347,XML100_2166_01,100,2140.0,8099.0,3,1
4348,XML100_2166_02,100,1667.0,8947.0,4,1
4349,XML100_2166_03,100,1999.0,8824.0,3,1
4350,XML100_2166_04,100,2051.0,8500.0,3,1
4351,XML100_2166_05,100,2333.0,7996.0,3,1
4352,XML100_2166_06,100,1409.0,8502.0,4,1
4353,XML100_2166_07,100,1430.0,8819.0,4,1
4354,XML100_2166_08,100,1264.0,8581.0,4,1
4355,XML100_2166_09,100,2154.0,8131.0,3,1
4356,XML100_2166_10,100,1826.0,7889.0,3,1
4357,XML100_2166_11,100,1764.0,8346.0,3,1
4358,XML100_2166_12,100,1835.0,8084.0,4,1
4359,XML100_2166_13,100,1507.0,8871.0,4,1
4360,XML100_2166_14,100,1953.0,8224.0,3,1
4361,XML100_2166_15,100,2303.0,8650.0,3,1
4362,XML100_2166_16,100,2089.0,8217.0,3,1
4363,XML100_2166_17,100,1427.0,8324.0,4,1
4364,XML100_2166_18,100,1407.0,9090.0,4,1
4365,XML100_2166_19,100,1713.0,8856.0,4,1
4366,XML100_2166_20,100,1438.0,8966.0,4,1
4367,XML100_2166_21,100,1390.0,8874.0,4,1
4368,XML100_2166_22,100,1875.0,8506.0,3,1
4369,XML100_2166_23,100,2262.0,8230.0,3,1
4370,XML100_2166_24,100,1661.0,8438.0,4,1
4371,XML100_2166_25,100,1295.0,8946.0,4,1
4372,XML100_2166_26,100,1498.0,8744.0,4,1
4373,XML100_2166_27,100,1676.0,8414.0,4,1
4374,XML100_2171_01,100,122.0,28977.0,35,1
4375,XML100_2171_02,100,128.0,25356.0,29,0
4376,XML100_2171_03,100,118.0,34275.0,41,1
4377,XML100_2171_04,100,120.0,23575.0,28,1
4378,XML100_2171_05,100,116.0,26545.0,31,1
4379,XML100_2171_06,100,128.0,26239.0,31,0
4380,XML100_2171_07,100,120.0,31065.0,37,1
4381,XML100_2171_08,100,119.0,24351.0,27,1
4382,XML100_2171_09,100,118.0,30315.0,34,1
4383,XML100_2171_10,100,118.0,29487.0,37,1
4384,XML100_2171_11,100,120.0,26128.0,33,0
4385,XML100_2171_12,100,120.0,27518.0,31,1
4386,XML100_2171_13,100,122.0,29664.0,29,1
4387,XML100_2171_14,100,116.0,26218.0,32,0
4388,XML100_2171_15,100,119.0,33596.0,40,0
4389,XML100_2171_16,100,124.0,23905.0,25,1
4390,XML100_2171_17,100,122.0,23871.0,26,1
4391,XML100_2171_18,100,120.0,33671.0,37,0
4392,XML100_2171_19,100,127.0,23555.0,26,1
4393,XML100_2171_20,100,127.0,22090.0,23,1
4394,XML100_2171_21,100,122.0,28196.0,30,0
4395,XML100_2171_22,100,117.0,28202.0,34,1
4396,XML100_2171_23,100,128.0,28218.0,32,1
4397,XML100_2171_24,100,118.0,25999.0,30,1
4398,XML100_2171_25,100,123.0,28722.0,35,1
4399,XML100_2171_26,100,124.0,26291.0,28,1
4400,XML100_2171_27,100,115.0,29115.0,35,1
4401,XML100_2172_01,100,139.0,16647.0,17,1
4402,XML100_2172_02,100,134.0,18946.0,18,1
4403,XML100_2172_03,100,129.0,17708.0,17,0
4404,XML100_2172_04,100,138.0,16998.0,16,1
4405,XML100_2172_05,100,120.0,20957.0,21,1
4406,XML100_2172_06,100,122.0,18025.0,17,1
4407,XML100_2172_07,100,127.0,22195.0,22,1
4408,XML100_2172_08,100,140.0,16350.0,15,1
4409,XML100_2172_09,100,135.0,19285.0,19,1
4410,XML100_2172_10,100,120.0,17159.0,15,1
4411,XML100_2172_11,100,140.0,14217.0,14,1
4412,XML100_2172_12,100,127.0,20239.0,20,1
4413,XML100_2172_13,100,130.0,15893.0,14,1
4414,XML100_2172_14,100,124.0,19047.0,22,1
4415,XML100_2172_15,100,124.0,15188.0,15,1
4416,XML100_2172_16,100,147.0,14520.0,16,1
4417,XML100_2172_17,100,129.0,21423.0,23,1
4418,XML100_2172_18,100,151.0,16583.0,17,1
4419,XML100_2172_19,100,131.0,19851.0,20,1
4420,XML100_2172_20,100,147.0,15113.0,14,1
4421,XML100_2172_21,100,129.0,19303.0,21,1
4422,XML100_2172_22,100,138.0,14738.0,14,1
4423,XML100_2172_23,100,136.0,21599.0,22,1
4424,XML100_2172_24,100,116.0,20993.0,22,1
4425,XML100_2172_25,100,129.0,17655.0,18,1
4426,XML100_2172_26,100,134.0,16694.0,17,1
4427,XML100_2172_27,100,130.0,17504.0,16,1
4428,XML100_2173_01,100,148.0,12267.0,9,1
4429,XML100_2173_02,100,148.0,12501.0,10,1
4430,XML100_2173_03,100,151.0,13051.0,12,1
4431,XML100_2173_04,100,152.0,12177.0,11,1
4432,XML100_2173_05,100,140.0,14196.0,12,1
4433,XML100_2173_06,100,144.0,13159.0,11,1
4434,XML100_2173_07,100,153.0,11610.0,10,1
4435,XML100_2173_08,100,145.0,12857.0,10,1
4436,XML100_2173_09,100,171.0,12681.0,10,1
4437,XML100_2173_10,100,156.0,12184.0,9,1
4438,XML100_2173_11,100,147.0,14065.0,12,1
4439,XML100_2173_12,100,149.0,13356.0,10,1
4440,XML100_2173_13,100,162.0,11487.0,9,1
4441,XML100_2173_14,100,148.0,13078.0,11,1
4442,XML100_2173_15,100,154.0,12994.0,11,1
4443,XML100_2173_16,100,155.0,12314.0,9,1
4444,XML100_2173_17,100,155.0,13308.0,11,1
4445,XML100_2173_18,100,142.0,13229.0,11,1
4446,XML100_2173_19,100,158.0,10953.0,9,1
4447,XML100_2173_20,100,143.0,14230.0,12,1
4448,XML100_2173_21,100,141.0,12968.0,11,1
4449,XML100_2173_22,100,163.0,11853.0,9,1
4450,XML100_2173_23,100,155.0,13369.0,11,1
4451,XML100_2173_24,100,147.0,15428.0,13,1
4452,XML100_2173_25,100,161.0,13075.0,10,1
4453,XML100_2173_26,100,133.0,14822.0,13,1
4454,XML100_2173_27,100,146.0,12393.0,9,1
4455,XML100_2174_01,100,178.0,11098.0,7,1
4456,XML100_2174_02,100,163.0,10653.0,9,1
4457,XML100_2174_03,100,186.0,10022.0,7,1
4458,XML100_2174_04,100,166.0,11228.0,7,1
4459,XML100_2174_05,100,176.0,10759.0,7,1
4460,XML100_2174_06,100,163.0,10394.0,8,1
4461,XML100_2174_07,100,168.0,10972.0,7,1
4462,XML100_2174_08,100,177.0,10520.0,7,1
4463,XML100_2174_09,100,168.0,10455.0,8,1
4464,XML100_2174_10,100,169.0,11043.0,8,1
4465,XML100_2174_11,100,166.0,10102.0,7,1
4466,XML100_2174_12,100,166.0,11055.0,8,1
4467,XML100_2174_13,100,166.0,10990.0,8,1
4468,XML100_2174_14,100,170.0,10690.0,8,1
4469,XML100_2174_15,100,165.0,11010.0,7,1
4470,XML100_2174_16,100,168.0,10337.0,7,1
4471,XML100_2174_17,100,183.0,10136.0,7,1
4472,XML100_2174_18,100,161.0,11771.0,9,1
4473,XML100_2174_19,100,167.0,10897.0,7,1
4474,XML100_2174_20,100,158.0,11146.0,10,1
4475,XML100_2174_21,100,159.0,10644.0,7,1
4476,XML100_2174_22,100,155.0,10854.0,8,1
4477,XML100_2174_23,100,170.0,10272.0,7,1
4478,XML100_2174_24,100,171.0,10594.0,8,1
4479,XML100_2174_25,100,175.0,10670.0,7,1
4480,XML100_2174_26,100,182.0,10259.0,7,1
4481,XML100_2174_27,100,174.0,10351.0,7,1
4482,XML100_2175_01,100,176.0,10294.0,7,1
4483,XML100_2175_02,100,181.0,10152.0,7,1
4484,XML100_2175_03,100,228.0,9258.0,5,1
4485,XML100_2175_04,100,215.0,9063.0,6,1
4486,XML100_2175_05,100,202.0,9345.0,6,1
4487,XML100_2175_06,100,210.0,9331.0,5,1
4488,XML100_2175_07,100,183.0,9656.0,6,1
4489,XML100_2175_08,100,219.0,9304.0,5,1
4490,XML100_2175_09,100,196.0,9260.0,5,1
4491,XML100_2175_10,100,223.0,8895.0,5,1
4492,XML100_2175_11,100,212.0,10195.0,6,1
4493,XML100_2175_12,100,167.0,9879.0,6,1
4494,XML100_2175_13,100,200.0,10189.0,7,1
4495,XML100_2175_14,100,202.0,9251.0,5,1
4496,XML100_2175_15,100,229.0,9361.0,5,1
4497,XML100_2175_16,100,186.0,9334.0,5,1
4498,XML100_2175_17,100,202.0,9434.0,5,1
4499,XML100_2175_18,100,211.0,9528.0,5,1
4500,XML100_2175_19,100,198.0,8929.0,5,1
4501,XML100_2175_20,100,205.0,9475.0,5,1
4502,XML100_2175_21,100,189.0,10315.0,7,1
4503,XML100_2175_22,100,204.0,9119.0,5,1
4504,XML100_2175_23,100,208.0,9417.0,5,1
4505,XML100_2175_24,100,213.0,8818.0,5,1
4506,XML100_2175_25,100,223.0,9379.0,5,1
4507,XML100_2175_26,100,194.0,9084.0,5,1
4508,XML100_2175_27,100,202.0,9548.0,5,1
4509,XML100_2176_01,100,235.0,8995.0,4,1
4510,XML100_2176_02,100,249.0,8809.0,4,1
4511,XML100_2176_03,100,238.0,8933.0,4,1
4512,XML100_2176_04,100,239.0,8902.0,4,1
4513,XML100_2176_05,100,270.0,8391.0,3,1
4514,XML100_2176_06,100,322.0,8286.0,3,1
4515,XML100_2176_07,100,324.0,8116.0,3,1
4516,XML100_2176_08,100,322.0,7516.0,3,1
4517,XML100_2176_09,100,242.0,8875.0,4,1
4518,XML100_2176_10,100,228.0,9043.0,4,1
4519,XML100_2176_11,100,268.0,8217.0,3,1
4520,XML100_2176_12,100,340.0,8331.0,3,1
4521,XML100_2176_13,100,284.0,8361.0,3,1
4522,XML100_2176_14,100,261.0,8285.0,3,1
4523,XML100_2176_15,100,281.0,8372.0,3,1
4524,XML100_2176_16,100,206.0,8982.0,4,1
4525,XML100_2176_17,100,252.0,8645.0,3,1
4526,XML100_2176_18,100,238.0,8675.0,4,1
4527,XML100_2176_19,100,254.0,8687.0,4,1
4528,XML100_2176_20,100,243.0,8842.0,4,1
4529,XML100_2176_21,100,321.0,8119.0,3,1
4530,XML100_2176_22,100,268.0,8050.0,3,1
4531,XML100_2176_23,100,343.0,8144.0,3,1
4532,XML100_2176_24,100,221.0,8970.0,4,1
4533,XML100_2176_25,100,332.0,7881.0,3,1
4534,XML100_2176_26,100,246.0,8657.0,4,1
4535,XML100_2176_27,100,197.0,8831.0,4,1
4536,XML100_2211_01,100,3.0,22665.0,34,1
4537,XML100_2211_02,100,4.0,15431.0,25,1
4538,XML100_2211_03,100,3.0,22587.0,34,1
4539,XML100_2211_04,100,3.0,30043.0,34,1
4540,XML100_2211_05,100,3.0,35519.0,34,1
4541,XML100_2211_06,100,4.0,22863.0,25,1
4542,XML100_2211_07,100,3.0,26275.0,34,1
4543,XML100_2211_08,100,4.0,19495.0,25,1
4544,XML100_2211_09,100,4.0,19261.0,25,1
4545,XML100_2211_10,100,3.0,28880.0,34,1
4546,XML100_2211_11,100,3.0,26934.0,34,1
4547,XML100_2211_12,100,3.0,19296.0,34,1
4548,XML100_2211_13,100,4.0,17300.0,25,1
4549,XML100_2211_14,100,4.0,19777.0,25,1
4550,XML100_2211_15,100,3.0,25135.0,34,1
4551,XML100_2211_16,100,3.0,27538.0,34,1
4552,XML100_2211_17,100,3.0,26209.0,34,1
4553,XML100_2211_18,100,3.0,26026.0,34,1
4554,XML100_2211_19,100,4.0,17913.0,25,1
4555,XML100_2211_20,100,3.0,25286.0,34,1
4556,XML100_2211_21,100,3.0,19938.0,34,1
4557,XML100_2211_22,100,4.0,19454.0,25,1
4558,XML100_2211_23,100,3.0,32776.0,34,1
4559,XML100_2211_24,100,3.0,26462.0,34,1
4560,XML100_2211_25,100,3.0,23606.0,34,1
4561,XML100_2211_26,100,4.0,20346.0,25,1
4562,XML100_2211_27,100,3.0,31961.0,34,1
4563,XML100_2212_01,100,6.0,16152.0,17,1
4564,XML100_2212_02,100,5.0,14241.0,20,1
4565,XML100_2212_03,100,6.0,16523.0,17,1
4566,XML100_2212_04,100,6.0,15707.0,17,1
4567,XML100_2212_05,100,7.0,10824.0,15,1
4568,XML100_2212_06,100,6.0,13462.0,17,1
4569,XML100_2212_07,100,7.0,16642.0,15,1
4570,XML100_2212_08,100,7.0,13692.0,15,1
4571,XML100_2212_09,100,5.0,18233.0,20,1
4572,XML100_2212_10,100,6.0,12332.0,17,1
4573,XML100_2212_11,100,5.0,18991.0,20,1
4574,XML100_2212_12,100,6.0,13820.0,17,1
4575,XML100_2212_13,100,6.0,17116.0,17,1
4576,XML100_2212_14,100,6.0,16859.0,17,1
4577,XML100_2212_15,100,7.0,12945.0,15,1
4578,XML100_2212_16,100,5.0,20527.0,20,1
4579,XML100_2212_17,100,5.0,19588.0,20,1
4580,XML100_2212_18,100,5.0,17604.0,20,1
4581,XML100_2212_19,100,7.0,12185.0,15,1
4582,XML100_2212_20,100,7.0,13412.0,15,1
4583,XML100_2212_21,100,5.0,18028.0,20,1
4584,XML100_2212_22,100,5.0,19527.0,20,1
4585,XML100_2212_23,100,6.0,12937.0,17,1
4586,XML100_2212_24,100,6.0,14718.0,17,1
4587,XML100_2212_25,100,7.0,14198.0,15,1
4588,XML100_2212_26,100,6.0,18694.0,17,1
4589,XML100_2212_27,100,6.0,17072.0,17,1
4590,XML100_2213_01,100,9.0,11786.0,12,1
4591,XML100_2213_02,100,10.0,10591.0,10,1
4592,XML100_2213_03,100,11.0,9097.0,10,1
4593,XML100_2213_04,100,11.0,8357.0,10,1
4594,XML100_2213_05,100,9.0,8952.0,12,1
4595,XML100_2213_06,100,9.0,12603.0,12,1
4596,XML100_2213_07,100,9.0,9727.0,12,1
4597,XML100_2213_08,100,11.0,10713.0,10,1
4598,XML100_2213_09,100,10.0,12089.0,10,1
4599,XML100_2213_10,100,11.0,10325.0,10,1
4600,XML100_2213_11,100,10.0,9185.0,10,1
4601,XML100_2213_12,100,10.0,10187.0,10,1
4602,XML100_2213_13,100,10.0,11931.0,10,1
4603,XML100_2213_14,100,10.0,10760.0,10,1
4604,XML100_2213_15,100,8.0,13602.0,13,1
4605,XML100_2213_16,100,8.0,11845.0,13,1
4606,XML100_2213_17,100,11.0,7766.0,10,1
4607,XML100_2213_18,100,10.0,10322.0,10,1
4608,XML100_2213_19,100,9.0,11795.0,12,1
4609,XML100_2213_20,100,9.0,11320.0,12,1
4610,XML100_2213_21,100,8.0,9970.0,13,1
4611,XML100_2213_22,100,8.0,12538.0,13,1
4612,XML100_2213_23,100,9.0,8863.0,12,1
4613,XML100_2213_24,100,11.0,10062.0,10,1
4614,XML100_2213_25,100,9.0,10375.0,12,1
4615,XML100_2213_26,100,11.0,10991.0,10,1
4616,XML100_2213_27,100,10.0,10540.0,10,1
4617,XML100_2214_01,100,12.0,10601.0,9,1
4618,XML100_2214_02,100,14.0,9558.0,8,1
4619,XML100_2214_03,100,13.0,8293.0,8,1
4620,XML100_2214_04,100,14.0,9409.0,8,1
4621,XML100_2214_05,100,13.0,9597.0,8,1
4622,XML100_2214_06,100,13.0,9473.0,8,1
4623,XML100_2214_07,100,12.0,8675.0,9,1
4624,XML100_2214_08,100,15.0,9309.0,7,1
4625,XML100_2214_09,100,13.0,10663.0,8,1
4626,XML100_2214_10,100,14.0,10142.0,8,1
4627,XML100_2214_11,100,14.0,6907.0,8,1
4628,XML100_2214_12,100,14.0,8618.0,8,1
4629,XML100_2214_13,100,12.0,8147.0,9,1
